Date,Artist,Title,Playlist,Position,Followers,Image_URL,Cover_Artist
2024-02-23,0800,TRIPLE IT,Beats n' Bars,14,95083,https://i.scdn.co/image/ab67706f000000037d15ed6ed6837217b59ca4e4,Schoolboy Q
2024-02-23,0800,TRIPLE IT,the hybrid,9,26951,https://i.scdn.co/image/ab67706f0000000359400a6ff9489083e71f5074,Miles Nautu
2024-02-23,"Riley Pearce, Liang Lawrence",Indefinitely,New Music Friday AU & NZ,74,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,"Riley Pearce, Liang Lawrence",Indefinitely,Coffee + Chill,13,542477,,
2024-02-23,Merryn Jeann,THANK GOD! FOR ASTROLOGY!,New Music Friday AU & NZ,75,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,"Bombay Bicycle Club, Rae Morris",Better Now (feat. Rae Morris),New Music Friday AU & NZ,76,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,"Bombay Bicycle Club, Rae Morris",Better Now (feat. Rae Morris),Rock Out.,16,90337,https://i.scdn.co/image/ab67706f00000003a7246d1c7bcf98801455109d,Kings Of Leon
2024-02-23,Last Dinosaurs,Keys To Your Civic,New Music Friday AU & NZ,77,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,Xavier Rudd,World Order - Part 1,New Music Friday AU & NZ,78,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,Julia Pośnik,Every Single Person I Know,New Music Friday AU & NZ,79,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,ShockOne,Alone,New Music Friday AU & NZ,80,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,"Sara James, LOVA",Blue ft. LOVA,New Music Friday AU & NZ,81,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,"Sara James, LOVA",Blue ft. LOVA,Pop n' Fresh,33,120612,https://i.scdn.co/image/ab67706f0000000372a5f016cdc2b6009bc34590,Aleksiah
2024-02-23,Lil Spacely,Win,New Music Friday AU & NZ,82,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,Lil Spacely,Win,The Drip,9,89217,https://i.scdn.co/image/ab67706f00000003c4a20ab4a4114576167c0c37,JessB
2024-02-23,THE BLSSM,sway,New Music Friday AU & NZ,83,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,THE BLSSM,sway,Indie Arrivals,35,70704,https://i.scdn.co/image/ab67706f00000003ff68e1c984fe714cb2edd5b9,Nick Ward
2024-02-23,Husky,How to Forget,New Music Friday AU & NZ,84,370765,https://i.scdn.co/image/ab67706f000000031ca8932a08b49c9aebc4669e,SZA
2024-02-23,Husky,How to Forget,Coffee + Chill,20,542477,,
