Date,Artist,Title,Playlist,Position,Followers,Image_URL,Cover_Artist
2024-03-01,Nauti,PIÑA COLADA,New Music Friday AU & NZ,82,371243,https://i.scdn.co/image/ab67706f00000003dc35b21fc4d0e25e64aedff6,Fred Again..
2024-03-01,Nauti,PIÑA COLADA,Beats n' Bars,6,95091,https://i.scdn.co/image/ab67706f000000037d15ed6ed6837217b59ca4e4,Schoolboy Q
2024-03-01,Nauti,PIÑA COLADA,The Drip,26,89276,https://i.scdn.co/image/ab67706f00000003475e7a5a312ca6b38d04ae35,Meek Mill
2024-03-01,Nauti,PIÑA COLADA,the hybrid,8,26966,https://i.scdn.co/image/ab67706f0000000359400a6ff9489083e71f5074,Miles Nautu
2024-03-01,ZUHAIR,november 30 interlude,New Music Friday AU & NZ,83,371243,https://i.scdn.co/image/ab67706f00000003dc35b21fc4d0e25e64aedff6,Fred Again..
2024-03-01,ZUHAIR,november 30 interlude,R&B Connect,15,198449,https://i.scdn.co/image/ab67706f000000031873c18d49f70ac328def316,A.GIRL
2024-03-01,Juwan,Don't Make No Sense,New Music Friday AU & NZ,84,371243,https://i.scdn.co/image/ab67706f00000003dc35b21fc4d0e25e64aedff6,Fred Again..
2024-03-01,Juwan,Don't Make No Sense,Beats n' Bars,5,95091,https://i.scdn.co/image/ab67706f000000037d15ed6ed6837217b59ca4e4,Schoolboy Q
2024-03-01,Juwan,Don't Make No Sense,The Drip,18,89276,https://i.scdn.co/image/ab67706f00000003475e7a5a312ca6b38d04ae35,Meek Mill
2024-03-01,Surf Trash,Hello Again,New Music Friday AU & NZ,85,371243,https://i.scdn.co/image/ab67706f00000003dc35b21fc4d0e25e64aedff6,Fred Again..
